data;scen_anom_mean;scen_anom_max;scen_anom_min;scen_param_mean;scen_param_max;scen_param_min;obs_mean;obs_anom;symb;scen
2008-01-01;0.6;1.6;-0.5;10.2;11.1;9;NA;0.6;pos;RCP4.5
2009-01-01;0.6;2.3;-0.2;10.2;11.8;9.4;NA;0.6;pos;RCP4.5
2010-01-01;0.5;1.8;-0.5;10.1;11.3;9.1;NA;0.5;pos;RCP4.5
2011-01-01;1;2.4;-1;10.5;11.9;8.5;NA;1;pos;RCP4.5
2012-01-01;1.1;1.7;0.4;10.6;11.2;10;NA;1.1;pos;RCP4.5
2013-01-01;1;2.1;0.2;10.5;11.6;9.7;NA;1;pos;RCP4.5
2014-01-01;0.8;1.7;0.3;10.3;11.2;9.8;NA;0.8;pos;RCP4.5
2015-01-01;0.7;2;-0.3;10.2;11.5;9.2;NA;0.7;pos;RCP4.5
2016-01-01;1;1.6;-0.2;10.5;11.1;9.4;NA;1;pos;RCP4.5
2017-01-01;0.7;2.2;-0.6;10.2;11.7;8.9;NA;0.7;pos;RCP4.5
2018-01-01;0.4;1.6;-1.1;9.9;11.1;8.4;NA;-0.4;neg;RCP4.5
2019-01-01;0.7;2.4;-1.1;10.2;11.9;8.4;NA;0.7;pos;RCP4.5
2020-01-01;0.9;2.5;-0.6;10.4;12;9;NA;0.9;pos;RCP4.5
2021-01-01;0.6;2.2;-1.5;10.1;11.7;8.1;NA;NA;NA;RCP4.5
2022-01-01;1.4;2;0.6;10.9;11.5;10.1;NA;NA;NA;RCP4.5
2023-01-01;0.8;2;-0.3;10.4;11.5;9.3;NA;NA;NA;RCP4.5
2024-01-01;-0.1;2.4;-2.8;9.5;11.9;6.7;NA;NA;NA;RCP4.5
2025-01-01;1.2;2.7;0;10.8;12.2;9.6;NA;NA;NA;RCP4.5
2026-01-01;1.7;2.8;0.4;11.2;12.3;10;NA;NA;NA;RCP4.5
2027-01-01;0.9;1.7;0.3;10.4;11.2;9.9;NA;NA;NA;RCP4.5
2028-01-01;0.8;2.1;-1.2;10.4;11.6;8.4;NA;NA;NA;RCP4.5
2029-01-01;1.3;3;-0.4;10.9;12.5;9.1;NA;NA;NA;RCP4.5
2030-01-01;1.8;3;0.5;11.4;12.5;10.1;NA;NA;NA;RCP4.5
2031-01-01;1.8;2.9;-0.2;11.3;12.4;9.3;NA;NA;NA;RCP4.5
2032-01-01;1.3;3.3;0.4;10.8;12.8;10;NA;NA;NA;RCP4.5
2033-01-01;0.9;2.7;-0.3;10.4;12.2;9.3;NA;NA;NA;RCP4.5
2034-01-01;1.6;2.2;0.7;11.1;11.7;10.2;NA;NA;NA;RCP4.5
2035-01-01;1.3;2.7;0.2;10.8;12.2;9.8;NA;NA;NA;RCP4.5
2036-01-01;1.3;2.6;-0.1;10.8;12.1;9.4;NA;NA;NA;RCP4.5
2037-01-01;1.5;2.8;-0.5;11;12.3;9;NA;NA;NA;RCP4.5
2038-01-01;1.5;3.9;0;11;13.4;9.5;NA;NA;NA;RCP4.5
2039-01-01;1.7;3.3;0.6;11.3;12.8;10.1;NA;NA;NA;RCP4.5
2040-01-01;1.3;2.6;-0.1;10.9;12.1;9.5;NA;NA;NA;RCP4.5
2041-01-01;1.8;2.9;1.1;11.3;12.4;10.6;NA;NA;NA;RCP4.5
2042-01-01;1.5;2.5;0.8;11;12;10.3;NA;NA;NA;RCP4.5
2043-01-01;0.9;2.1;-0.3;10.4;11.6;9.3;NA;NA;NA;RCP4.5
2044-01-01;1.3;2.6;0.3;10.8;12.1;9.9;NA;NA;NA;RCP4.5
2045-01-01;1.4;2.9;0.5;10.9;12.4;10.1;NA;NA;NA;RCP4.5
2046-01-01;1.1;2.6;-0.6;10.6;12.1;9;NA;NA;NA;RCP4.5
2047-01-01;0.9;2;-1.2;10.4;11.5;8.3;NA;NA;NA;RCP4.5
2048-01-01;1.7;2.9;0.7;11.2;12.4;10.3;NA;NA;NA;RCP4.5
2049-01-01;1.6;2.6;0.5;11.1;12.1;10.1;NA;NA;NA;RCP4.5
2050-01-01;1.5;3.1;-0.4;11;12.7;9.1;NA;NA;NA;RCP4.5
2051-01-01;1.9;3.7;0.4;11.4;13.2;10;NA;NA;NA;RCP4.5
2052-01-01;1.7;2.3;0.9;11.2;11.9;10.5;NA;NA;NA;RCP4.5
2053-01-01;1.6;3.2;-0.2;11.1;12.7;9.4;NA;NA;NA;RCP4.5
2054-01-01;1.5;2.7;-0.3;11.1;12.2;9.2;NA;NA;NA;RCP4.5
2055-01-01;1.9;2.4;1.3;11.5;11.9;10.8;NA;NA;NA;RCP4.5
2056-01-01;1.6;2.7;0.8;11.2;12.2;10.4;NA;NA;NA;RCP4.5
2057-01-01;1.9;3.3;0.5;11.4;12.8;10;NA;NA;NA;RCP4.5
2058-01-01;2.3;3.2;1.4;11.8;12.7;11;NA;NA;NA;RCP4.5
2059-01-01;1.8;3.3;-0.5;11.3;12.8;9.1;NA;NA;NA;RCP4.5
2060-01-01;1.9;3.3;1.1;11.4;12.8;10.6;NA;NA;NA;RCP4.5
2061-01-01;2;3.9;0.2;11.5;13.4;9.8;NA;NA;NA;RCP4.5
2062-01-01;1.9;2.9;0.9;11.4;12.4;10.5;NA;NA;NA;RCP4.5
2063-01-01;2.3;3.6;0.5;11.8;13.1;10;NA;NA;NA;RCP4.5
2064-01-01;1.6;3.8;0.2;11.1;13.3;9.8;NA;NA;NA;RCP4.5
2065-01-01;1.8;3.2;1;11.3;12.7;10.5;NA;NA;NA;RCP4.5
2066-01-01;2.6;3.5;0.9;12.2;13;10.5;NA;NA;NA;RCP4.5
2067-01-01;2;3.5;0.9;11.5;13;10.4;NA;NA;NA;RCP4.5
2068-01-01;2.4;3.8;0.7;11.9;13.3;10.3;NA;NA;NA;RCP4.5
2069-01-01;1.8;4.2;0.4;11.4;13.7;10;NA;NA;NA;RCP4.5
2070-01-01;1.5;3.2;-0.7;11;12.7;8.9;NA;NA;NA;RCP4.5
2071-01-01;1.9;3.1;0.7;11.5;12.6;10.3;NA;NA;NA;RCP4.5
2072-01-01;2.1;3.4;0.9;11.7;12.9;10.4;NA;NA;NA;RCP4.5
2073-01-01;1.9;3.5;-0.4;11.4;13;9.2;NA;NA;NA;RCP4.5
2074-01-01;2.4;3.8;1.3;11.9;13.3;10.9;NA;NA;NA;RCP4.5
2075-01-01;2.2;4.5;0.4;11.7;14;9.9;NA;NA;NA;RCP4.5
2076-01-01;2;3.8;0.3;11.5;13.3;9.9;NA;NA;NA;RCP4.5
2077-01-01;1.9;2.8;0.5;11.4;12.3;10.1;NA;NA;NA;RCP4.5
2078-01-01;2.2;3.8;1.1;11.7;13.3;10.6;NA;NA;NA;RCP4.5
2079-01-01;2.1;3.9;-0.1;11.6;13.4;9.5;NA;NA;NA;RCP4.5
2080-01-01;2;3.5;0.3;11.5;13;9.9;NA;NA;NA;RCP4.5
2081-01-01;2.4;4.3;0.5;11.9;13.8;10.1;NA;NA;NA;RCP4.5
2082-01-01;1.8;3.3;1.1;11.3;12.8;10.6;NA;NA;NA;RCP4.5
2083-01-01;2.3;3.4;1;11.8;12.9;10.6;NA;NA;NA;RCP4.5
2084-01-01;2.7;5.4;1.3;12.2;14.9;10.9;NA;NA;NA;RCP4.5
2085-01-01;2;3.3;0.4;11.5;12.8;10;NA;NA;NA;RCP4.5
2086-01-01;2.4;4.5;0.8;11.9;14;10.4;NA;NA;NA;RCP4.5
2087-01-01;1.7;3.7;-1;11.2;13.2;8.6;NA;NA;NA;RCP4.5
2088-01-01;2.4;3.5;1.5;11.9;13;11;NA;NA;NA;RCP4.5
2089-01-01;2.3;3.4;1.2;11.9;12.9;10.7;NA;NA;NA;RCP4.5
2090-01-01;2.3;3.2;0.8;11.8;12.7;10.3;NA;NA;NA;RCP4.5
2091-01-01;2.4;3.3;1.8;12;12.9;11.3;NA;NA;NA;RCP4.5
2092-01-01;2.2;3.6;-0.2;11.7;13.2;9.3;NA;NA;NA;RCP4.5
2093-01-01;2.4;3.4;1.2;11.9;13;10.7;NA;NA;NA;RCP4.5
2094-01-01;2.6;4.7;0.8;12.2;14.2;10.3;NA;NA;NA;RCP4.5
2095-01-01;1.9;3.7;0.8;11.4;13.2;10.4;NA;NA;NA;RCP4.5
2096-01-01;2.2;4.5;-1;11.7;14;8.5;NA;NA;NA;RCP4.5
2097-01-01;2.8;3.6;2.1;12.3;13.1;11.7;NA;NA;NA;RCP4.5
2098-01-01;1.8;2.5;1.1;11.3;12;10.7;NA;NA;NA;RCP4.5
2099-01-01;2.4;3.3;1.5;11.9;12.8;11;NA;NA;NA;RCP4.5
2100-01-01;3;4.4;1.6;12.5;13.9;11.1;NA;NA;NA;RCP4.5
